gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,total_services,tenure_x_MonthlyCharges,tenure_bin,MonthlyCharges_bin,Churn
1,2.273158691738958,0,0,-1.2774445836787656,0,0,0,0,1,0,0,1,1,-0.8346107040023594,0.0,0,0,0,0,0,1,0,2,39.65,0,1,1
1,-0.43991649313097614,1,0,-0.8295205827584317,1,0,0,0,0,0,0,0,0,-1.4943441130683104,0.0,0,1,1,0,0,0,0,0,237.60000000000002,1,0,0
1,-0.43991649313097614,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,-1.4827115340671475,0.0,0,1,0,0,0,0,1,0,20.15,0,0,1
0,-0.43991649313097614,1,0,1.0436161483629645,1,1,0,1,0,1,0,0,1,-0.1615829189350795,0.0,0,0,0,1,1,0,0,3,3474.2,3,1,0
1,-0.43991649313097614,1,1,0.6771328748826912,1,0,1,1,0,1,0,0,0,-0.17155370093607614,0.0,0,0,0,0,1,0,0,3,2920.4,2,1,0
0,-0.43991649313097614,0,0,-0.0965540357978854,1,0,1,1,0,0,0,0,1,-0.31446824295036285,0.0,0,0,0,0,0,0,0,2,1659.0,2,1,0
1,-0.43991649313097614,1,1,0.5956921474426305,1,1,0,1,0,0,1,1,1,1.1495749141959914,0.0,1,0,0,0,0,1,0,4,4669.45,2,3,1
1,-0.43991649313097614,1,1,-1.2774445836787656,0,0,0,1,0,0,0,0,0,-1.1486903370337564,0.0,0,0,0,0,0,1,0,1,30.2,0,0,1
1,-0.43991649313097614,1,0,1.6137012404433893,1,1,1,1,1,1,1,1,1,0.8471278601657574,0.0,0,0,0,1,1,0,0,7,6498.0,3,3,0
0,-0.43991649313097614,0,1,-0.62591876415828,1,0,0,0,0,0,1,1,1,-0.0020504069191315333,0.0,0,0,0,0,0,0,1,2,1099.9,1,1,1
0,2.273158691738958,1,0,1.5729808767233588,1,1,1,1,1,1,0,0,1,1.0498670941860242,0.0,1,0,0,1,1,0,0,5,6840.849999999999,3,3,0
1,2.273158691738958,1,0,-1.2367242199587352,1,0,0,0,1,0,1,1,1,1.0216165451832002,0.0,1,0,0,0,1,0,0,3,191.0,0,3,0
0,-0.43991649313097614,1,1,-0.21871512695797646,1,0,1,1,1,1,0,0,0,0.046141706085686136,0.0,0,0,1,0,0,0,1,4,1786.0500000000002,1,1,0
1,-0.43991649313097614,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,-1.481049737066981,0.0,0,1,0,0,0,0,0,0,20.2,0,0,0
1,2.273158691738958,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,-0.6484894399837535,0.0,0,0,0,0,0,0,0,0,45.25,0,1,0
0,-0.43991649313097614,1,1,1.6137012404433893,1,1,1,1,0,1,1,0,0,1.1678546811978192,0.0,1,0,0,1,0,0,0,5,7192.8,3,3,0
1,-0.43991649313097614,0,0,-1.1145631287986442,1,0,0,0,0,0,0,0,1,0.16412929309748078,0.0,1,0,0,0,0,1,0,0,348.5,0,1,1
0,-0.43991649313097614,0,0,0.5549717837226001,1,0,0,0,1,0,0,0,1,0.33363258711442517,0.0,1,0,0,0,1,0,0,1,3440.7999999999997,2,2,0
1,-0.43991649313097614,0,0,0.06632741908223598,1,1,0,1,1,0,1,1,1,1.3822264942192488,0.0,1,0,0,0,0,1,0,5,3615.8999999999996,2,3,1
0,-0.43991649313097614,0,0,-0.8702409464784621,1,1,0,0,1,0,1,1,1,1.099721004191008,0.0,1,0,0,0,0,0,0,4,1076.35,1,3,1
1,-0.43991649313097614,1,1,-0.9109613101984924,1,0,0,1,0,0,0,0,0,-0.5055748979694671,0.0,0,0,1,0,0,0,1,1,495.5,1,1,0
0,-0.43991649313097614,1,1,1.5322605130033284,1,1,1,1,0,0,1,0,1,0.14751132309581955,0.0,0,0,0,1,1,0,0,4,4844.0,3,1,0
0,-0.43991649313097614,1,1,-0.62591876415828,1,0,0,0,0,0,0,0,0,-1.462769970065154,0.0,0,1,1,0,0,0,1,0,352.75,1,0,0
0,-0.43991649313097614,0,0,1.247217966963116,1,1,1,1,1,1,1,0,1,0.5014740841312035,0.0,0,0,0,1,1,0,0,6,5030.549999999999,3,2,0
0,-0.43991649313097614,1,0,-0.7888002190384014,1,1,1,1,0,1,1,0,1,0.3801629031190768,0.0,0,0,0,0,0,1,0,5,990.6,1,2,0
0,-0.43991649313097614,0,0,0.6771328748826912,1,1,0,0,0,0,0,1,1,0.6560212051466532,0.0,1,0,0,0,0,1,0,2,4140.5,2,2,0
1,-0.43991649313097614,0,0,-1.2367242199587352,1,0,0,1,0,0,0,0,0,-0.5155456799704636,0.0,0,0,0,0,0,0,1,1,98.5,0,1,0
0,-0.43991649313097614,0,0,-1.2367242199587352,1,0,0,0,0,0,1,0,1,0.5280628361338618,0.0,1,0,0,0,0,1,0,1,161.3,0,2,1
1,-0.43991649313097614,0,0,0.7992939660427822,1,1,1,0,0,1,1,1,1,0.4981504901308714,0.0,0,0,0,1,1,0,0,5,4147.0,2,2,0
0,-0.43991649313097614,1,1,1.4915401492832983,1,1,1,0,1,1,0,0,1,-0.020330173920958795,0.0,0,0,0,1,1,0,0,4,4426.35,3,1,0
0,2.273158691738958,0,0,0.43281069256250915,1,1,0,1,0,0,1,0,1,0.8471278601657574,0.0,1,0,0,0,0,1,0,3,3880.75,2,3,0
0,-0.43991649313097614,0,0,-0.7073594915983407,1,0,1,1,0,0,1,1,1,1.141265929195161,0.0,1,0,0,0,1,0,0,4,1486.5,1,3,1
0,2.273158691738958,1,0,-0.30015585439803716,1,1,1,0,0,1,1,0,1,0.1574821050968162,0.0,0,0,0,0,1,0,0,4,1737.5,1,1,0
0,2.273158691738958,1,0,-0.9924020376385531,1,1,0,1,0,0,0,0,1,0.5280628361338618,0.0,1,0,0,0,1,0,0,2,645.2,0,2,1
0,2.273158691738958,1,1,1.125056875803025,1,0,1,1,1,1,0,1,1,0.33529438411459117,0.0,0,0,1,0,1,0,0,5,4491.0,3,2,0
1,2.273158691738958,0,0,-0.5851984004382496,1,1,0,0,0,0,1,1,1,1.0199547481830342,0.0,1,0,0,0,0,1,0,3,1718.1000000000001,1,3,1
0,-0.43991649313097614,1,1,1.247217966963116,1,1,1,0,0,0,1,1,1,1.1595456961969886,0.0,1,0,1,0,1,0,0,4,6277.950000000001,3,3,0
1,2.273158691738958,1,1,1.369379058123207,1,1,0,1,1,1,1,1,1,1.4520219682262263,0.0,1,0,1,0,0,1,0,6,7157.7,3,3,0
0,-0.43991649313097614,1,1,0.06632741908223598,1,1,0,0,0,0,0,0,0,-1.3231790220511994,0.0,0,1,0,1,1,0,0,1,848.3,2,0,0
0,-0.43991649313097614,0,0,1.6137012404433893,1,1,0,0,1,1,1,1,1,1.42044782522307,0.0,1,0,0,1,1,0,0,5,7740.0,3,3,0
0,-0.43991649313097614,1,0,0.5956921474426305,1,1,0,0,1,0,1,1,1,1.1877962451998125,0.0,1,0,0,0,0,1,0,4,4723.5,2,3,0
1,-0.43991649313097614,0,0,1.125056875803025,1,1,0,1,0,0,1,0,1,0.8354952811645946,0.0,1,0,0,0,0,0,0,3,5394.0,3,3,0
1,-0.43991649313097614,1,0,1.6137012404433893,0,0,1,1,1,0,0,0,0,-0.7531826509942192,0.0,0,0,0,1,0,0,0,3,3031.2000000000003,3,1,0
0,-0.43991649313097614,1,1,-0.5851984004382496,1,0,0,0,1,1,0,0,1,-0.34438058895335305,0.0,0,0,1,0,1,0,0,2,979.1999999999999,1,1,0
0,-0.43991649313097614,0,0,-0.9516816739185228,1,1,0,0,0,0,1,1,0,0.9850570111795457,0.0,1,0,0,0,0,1,0,3,849.6,1,3,1
0,-0.43991649313097614,0,0,-1.1960038562387048,1,0,0,1,0,1,1,1,1,0.3502505571160864,0.0,0,0,0,0,0,1,0,4,225.89999999999998,0,2,0
1,-0.43991649313097614,1,0,0.5956921474426305,1,1,0,1,0,0,0,0,1,0.46989994112804756,0.0,1,0,1,0,0,1,0,2,3708.3,2,2,0
0,-0.43991649313097614,0,0,-0.055833672077855064,1,0,0,1,1,1,1,1,0,0.47987072312904416,0.0,0,0,0,1,0,0,1,5,2455.2000000000003,2,2,0
0,-0.43991649313097614,1,1,0.7178532386027215,1,0,0,0,0,0,0,0,0,-1.4827115340671475,0.0,0,1,0,1,0,0,0,0,1007.4999999999999,2,0,0
1,-0.43991649313097614,0,0,-0.9109613101984924,1,0,1,0,1,0,0,0,1,0.5014740841312035,0.0,1,0,0,0,0,0,1,2,798.5,1,2,0
1,-0.43991649313097614,0,0,-1.2774445836787656,1,0,0,0,0,1,0,0,0,-0.5221928679711283,0.0,0,0,0,0,0,0,1,1,49.05,0,1,0
0,-0.43991649313097614,1,1,0.7992939660427822,1,0,0,0,0,0,0,0,1,-1.4744025490663168,0.0,0,1,1,0,0,1,0,0,1060.8,2,0,0
1,2.273158691738958,1,1,1.2879383306831464,1,1,1,0,1,1,1,1,1,1.5567151792366918,0.0,1,0,0,1,0,0,0,6,7142.4,3,3,0
1,-0.43991649313097614,1,1,1.2064976032430856,1,1,0,0,0,0,0,0,1,-1.3464441800535252,0.0,0,1,0,1,0,0,0,1,1503.5,3,0,0
0,-0.43991649313097614,0,1,-1.1960038562387048,1,0,1,0,0,1,0,1,1,-0.00869759491979612,0.0,0,0,0,0,0,0,0,3,193.5,0,1,0
0,2.273158691738958,0,0,0.9621754209229036,1,1,1,1,1,0,1,1,0,1.5201556452330371,0.0,1,0,1,0,0,1,0,6,6188.0,3,3,0
0,-0.43991649313097614,0,0,0.5549717837226001,1,0,0,0,0,0,0,1,0,-0.3028356639492,0.0,0,0,1,0,1,0,0,1,2559.9,2,1,0
0,-0.43991649313097614,1,1,-0.9924020376385531,1,0,1,1,0,0,0,0,0,-0.33607160395252245,0.0,0,0,0,0,0,0,1,2,437.2,0,1,0
1,2.273158691738958,0,0,-0.0965540357978854,1,0,1,1,0,0,1,1,1,0.3319707901142591,0.0,0,0,0,0,0,1,0,4,2242.5,2,2,0
0,-0.43991649313097614,1,1,0.5142514200025698,1,1,0,0,0,0,0,0,1,-1.2916048790480432,0.0,0,1,1,0,1,0,0,1,1165.5,2,0,0
0,-0.43991649313097614,0,1,-1.2774445836787656,1,0,0,0,0,0,1,0,1,0.48485611412954227,0.0,1,0,0,0,0,1,0,1,79.35,0,2,1
0,-0.43991649313097614,1,1,-0.8702409464784621,0,0,1,0,0,0,1,1,0,-0.47233895796614456,0.0,0,0,0,0,0,1,0,3,556.05,1,1,0
0,-0.43991649313097614,1,0,-1.0331224013585834,1,0,0,0,1,0,0,0,1,0.34526516611558833,0.0,1,0,0,0,0,0,0,1,526.0500000000001,0,2,1
0,-0.43991649313097614,0,0,0.3920903288424788,1,0,0,1,1,1,1,1,1,1.2974748472107767,0.0,1,0,0,0,0,0,0,5,4359.599999999999,2,3,0
0,-0.43991649313097614,1,0,0.6771328748826912,1,0,0,0,0,0,0,0,1,-1.4827115340671475,0.0,0,1,0,1,0,0,0,0,987.3499999999999,2,0,0
1,-0.43991649313097614,0,0,-0.9516816739185228,1,1,0,1,0,0,1,1,1,1.1479131171958254,0.0,1,0,0,0,1,0,0,4,893.6999999999999,1,3,0
0,-0.43991649313097614,1,0,0.10704778280226633,1,0,1,0,0,0,1,0,1,-0.08680205392760396,0.0,0,0,1,0,0,0,0,2,2175.25,2,1,0
0,-0.43991649313097614,1,1,0.6364125111626608,1,0,0,0,0,0,0,0,0,-1.4660935640654862,0.0,0,1,0,1,0,0,0,0,991.1999999999999,2,0,0
0,-0.43991649313097614,1,1,0.5549717837226001,1,0,0,0,0,0,0,0,1,-1.4893587220678117,0.0,0,1,0,1,0,0,1,0,917.6999999999999,2,0,0
1,-0.43991649313097614,1,0,-0.13727439951791576,0,0,0,0,0,0,1,0,0,-1.0307027500219619,0.0,0,0,0,0,0,0,1,1,978.75,2,0,0
1,-0.43991649313097614,1,1,-0.0965540357978854,1,0,0,1,1,0,0,0,0,0.574593152138513,0.0,1,0,0,0,0,0,0,2,2461.5,2,2,0
1,2.273158691738958,0,0,-1.2774445836787656,1,0,0,0,0,1,0,0,0,0.3303089931140931,0.0,1,0,0,0,0,1,0,1,74.7,0,2,0
1,-0.43991649313097614,1,1,1.369379058123207,1,1,1,0,1,1,1,1,1,0.6394032351449919,0.0,0,0,0,1,0,0,1,6,5544.0,3,2,0
0,-0.43991649313097614,0,0,1.3286586944031769,1,1,1,1,1,0,1,1,1,1.5384354122348645,0.0,1,0,0,0,1,0,0,6,7218.25,3,3,0
1,-0.43991649313097614,0,0,1.6137012404433893,1,1,0,1,1,0,1,1,1,1.2010906212011416,0.0,1,0,0,1,0,0,0,5,7264.8,3,3,0
0,-0.43991649313097614,0,0,-0.8295205827584317,1,1,1,0,0,0,0,0,1,0.47156173812821356,0.0,1,0,0,0,0,1,0,2,947.4000000000001,1,2,1
1,-0.43991649313097614,1,1,1.5729808767233588,1,1,1,1,0,1,0,0,1,0.06940686408801149,0.0,0,0,1,0,1,0,0,4,4746.349999999999,3,1,0
1,-0.43991649313097614,0,0,-1.1145631287986442,1,0,0,0,0,0,0,0,0,-1.4527991880641573,0.0,0,1,0,0,0,0,1,0,105.25,0,0,1
1,-0.43991649313097614,0,0,0.7992939660427822,1,0,0,0,0,0,0,0,0,-1.4544609850643233,0.0,0,1,0,1,0,0,0,0,1092.0,2,0,0
0,2.273158691738958,1,0,-0.30015585439803716,1,0,0,1,1,0,1,1,1,1.1213243651931677,0.0,1,0,0,0,0,1,0,4,2462.5,1,3,1
1,-0.43991649313097614,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,-1.481049737066981,0.0,0,1,0,0,0,0,1,0,20.2,0,0,0
0,-0.43991649313097614,1,1,-1.2774445836787656,1,0,0,0,0,0,0,0,0,-1.505976692069473,0.0,0,1,0,0,0,1,0,0,19.45,0,0,0
1,-0.43991649313097614,0,0,0.22920887396235737,1,1,0,0,1,1,1,0,0,1.0049985751815391,0.0,1,0,1,0,0,0,0,4,3610.0,2,3,0
0,2.273158691738958,1,0,1.369379058123207,0,0,0,1,1,0,1,0,0,-0.6385186579827569,0.0,0,0,1,0,0,0,0,3,3006.2999999999997,3,1,0
1,-0.43991649313097614,1,0,1.4508197855632678,1,1,0,1,1,1,1,1,1,1.503537675231376,0.0,1,0,0,1,0,0,0,6,7480.0,3,3,1
1,-0.43991649313097614,0,0,-1.1145631287986442,0,0,0,0,0,0,0,0,0,-1.3447823830533592,0.0,0,0,0,0,0,0,1,0,121.5,0,0,0
0,-0.43991649313097614,1,1,1.6137012404433893,1,1,1,1,0,0,1,1,1,1.3091074262119398,0.0,1,0,1,0,0,1,0,5,7498.8,3,3,0
0,-0.43991649313097614,0,0,-0.015113308357824713,0,0,1,0,0,0,0,0,0,-1.150352134033923,0.0,0,0,1,0,0,0,1,1,964.8,2,0,0
1,-0.43991649313097614,0,0,0.43281069256250915,1,1,0,0,0,0,1,1,0,0.9833952141793793,0.0,1,0,1,0,0,0,1,3,4057.0499999999997,2,3,0
1,-0.43991649313097614,1,1,1.6137012404433893,1,0,0,0,0,0,0,0,0,-1.5076384890696393,0.0,0,1,0,1,1,0,0,0,1396.8,3,0,0
1,-0.43991649313097614,1,0,0.9214550572028734,1,1,1,1,0,0,1,0,1,1.0631614701873533,0.0,1,0,0,0,0,1,0,4,5321.25,3,3,1
0,-0.43991649313097614,0,0,0.7992939660427822,1,0,1,0,1,1,0,0,0,-0.22639300194155818,0.0,0,0,1,0,1,0,0,3,3013.4,2,1,0
0,-0.43991649313097614,0,0,0.43281069256250915,1,0,0,1,1,0,1,0,1,0.893658176170409,0.0,1,0,0,0,0,1,0,3,3940.9500000000003,2,3,0
0,2.273158691738958,1,0,0.18848851024232702,1,1,0,0,0,0,0,0,1,0.39013368512007346,0.0,1,0,0,0,0,1,0,1,2830.5,2,2,1
0,-0.43991649313097614,1,1,1.2879383306831464,0,0,0,1,0,1,1,1,1,-0.33773340095268845,0.0,0,0,0,1,0,1,0,4,3494.4,3,1,0
1,-0.43991649313097614,1,1,-1.1960038562387048,1,0,1,1,0,0,1,0,0,0.8338334841644282,0.0,1,0,0,0,0,1,0,3,269.54999999999995,0,3,0
0,-0.43991649313097614,0,0,0.14776814652229667,0,0,1,0,0,0,0,0,0,-1.1204397880309327,0.0,0,0,0,1,0,0,0,1,1117.8,2,0,0
0,-0.43991649313097614,1,1,-0.9109613101984924,1,1,1,0,0,0,1,1,1,1.1794872601989819,0.0,1,0,0,0,0,1,0,4,1002.5,1,3,1
0,-0.43991649313097614,0,0,0.35136996512244845,1,0,0,0,0,0,0,0,0,-1.4660935640654862,0.0,0,1,0,1,0,0,1,0,846.65,2,0,0
1,-0.43991649313097614,1,1,-0.21871512695797646,1,1,0,1,0,1,0,0,1,0.6792863631489789,0.0,1,0,0,0,1,0,0,3,2300.4,1,2,0
0,-0.43991649313097614,1,1,0.9621754209229036,1,1,0,0,1,0,1,1,1,1.1645310871974868,0.0,1,0,1,0,1,0,0,4,5588.8,3,3,0
0,-0.43991649313097614,0,0,-1.0738427650786138,1,0,0,0,0,0,0,0,0,-1.46443176706532,0.0,0,1,0,0,0,0,1,0,124.19999999999999,0,0,0
1,-0.43991649313097614,0,0,-1.1960038562387048,1,1,0,0,0,0,0,0,1,0.32033821111309646,0.0,1,0,0,0,0,1,0,1,223.20000000000002,0,2,1
0,-0.43991649313097614,1,1,-1.0331224013585834,1,0,1,0,0,0,0,0,0,-0.467353566965646,0.0,0,0,0,0,0,0,1,1,354.90000000000003,0,1,0
0,-0.43991649313097614,1,1,-1.1552834925186746,1,0,0,0,0,0,0,0,0,-1.4594463760648215,0.0,0,1,0,0,0,0,1,0,83.4,0,0,0
1,-0.43991649313097614,0,0,0.025607055362205634,1,0,1,0,0,1,1,0,1,0.8039211381614382,0.0,1,0,0,1,0,1,0,3,2935.35,2,2,0
0,2.273158691738958,0,0,-0.21871512695797646,1,1,0,0,1,0,0,0,1,0.44164939212522314,0.0,1,0,0,0,0,1,0,2,2107.35,1,2,1
1,-0.43991649313097614,1,0,1.6137012404433893,1,1,0,0,0,0,0,0,1,-1.3697093380558512,0.0,0,1,0,1,0,0,0,1,1695.6000000000001,3,0,0
1,-0.43991649313097614,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,-1.4960059100684764,0.0,0,1,0,0,0,0,1,0,19.75,0,0,0
1,2.273158691738958,0,0,1.5729808767233588,0,0,1,1,0,0,1,1,1,-0.2762469119465419,0.0,0,0,1,0,0,1,0,4,4007.9500000000003,3,1,0
0,-0.43991649313097614,0,0,-0.7888002190384014,1,1,0,0,0,0,0,1,1,0.7042133181514708,0.0,1,0,0,0,0,1,0,2,1117.3500000000001,1,2,0
0,-0.43991649313097614,1,1,-0.30015585439803716,0,0,1,1,1,0,1,1,1,-0.2047896409393986,0.0,0,0,0,0,1,0,0,5,1465.0,1,1,1
1,-0.43991649313097614,0,0,1.4100994218432374,1,0,0,0,0,1,0,0,0,-0.47233895796614456,0.0,0,0,0,1,0,0,0,1,3386.85,3,1,0
1,-0.43991649313097614,0,0,-1.2774445836787656,0,0,0,0,0,0,0,1,1,-0.9742016520163136,0.0,0,0,0,0,0,1,0,1,35.45,0,0,1
1,-0.43991649313097614,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,0,-0.6784017859867437,0.0,0,0,0,0,0,1,0,0,88.7,0,1,1
0,-0.43991649313097614,0,0,0.43281069256250915,1,1,0,0,0,0,0,0,1,-1.2982520670487077,0.0,0,1,0,1,1,0,0,1,1105.1,2,0,0
0,-0.43991649313097614,0,0,-0.38159658183809786,1,0,1,0,0,0,0,0,1,0.3402797751150897,0.0,1,0,0,0,0,0,0,1,1725.0,1,2,0
0,-0.43991649313097614,1,1,1.2879383306831464,1,0,0,0,0,0,0,0,0,-1.481049737066981,0.0,0,1,0,1,0,0,1,0,1292.8,3,0,0
1,-0.43991649313097614,0,1,1.002895784642934,1,0,0,0,0,0,0,0,1,-1.5009913010689746,0.0,0,1,0,1,0,0,1,0,1117.2,3,0,0
0,2.273158691738958,1,0,-1.2774445836787656,1,0,0,0,0,0,0,0,1,0.18905624809997262,0.0,1,0,0,0,0,0,1,0,70.45,0,2,1
0,2.273158691738958,1,1,1.6137012404433893,1,1,1,1,1,1,1,1,1,0.7740087921584478,0.0,0,0,0,1,1,0,0,7,6339.599999999999,3,2,0
0,-0.43991649313097614,0,0,-0.9924020376385531,1,1,1,0,0,1,0,1,0,0.21232140610229844,0.0,0,0,0,0,0,1,0,4,569.2,0,2,1
0,-0.43991649313097614,1,0,1.1657772395230555,1,1,0,1,0,0,1,1,1,1.2060760122016398,0.0,1,0,0,1,0,0,0,4,6164.05,3,3,0
1,-0.43991649313097614,0,0,1.2879383306831464,1,1,1,1,0,0,0,0,1,0.6493740171459885,0.0,1,0,1,0,1,0,0,3,5395.2,3,2,0
1,2.273158691738958,1,0,1.5729808767233588,1,1,0,0,0,0,0,0,0,-1.3564149620545218,0.0,0,1,0,1,0,0,0,1,1700.45,3,0,0
0,-0.43991649313097614,1,1,1.3286586944031769,1,1,1,1,0,1,1,0,1,1.1396041321949948,0.0,1,0,0,1,1,0,0,5,6438.25,3,3,0
1,-0.43991649313097614,0,0,-1.1960038562387048,1,0,0,0,0,0,0,0,0,-1.5009913010689746,0.0,0,1,1,0,0,0,1,0,58.800000000000004,0,0,0
1,-0.43991649313097614,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,1,-0.6351950639824246,0.0,0,0,0,0,0,1,0,0,45.65,0,1,1
1,-0.43991649313097614,0,1,-0.0965540357978854,1,0,0,1,1,0,1,0,0,-0.00869759491979612,0.0,0,0,1,0,1,0,0,3,1935.0,2,1,0
1,-0.43991649313097614,1,1,-0.7073594915983407,1,0,0,1,1,1,0,1,1,0.1574821050968162,0.0,0,0,0,0,0,0,1,4,1042.5,1,1,0
0,-0.43991649313097614,1,1,-0.9924020376385531,1,0,0,0,0,1,1,1,1,0.12590796209365976,0.0,0,0,0,0,0,1,0,3,548.4,0,1,0
1,-0.43991649313097614,0,0,-1.0331224013585834,1,1,0,0,0,0,1,1,0,1.0049985751815391,0.0,1,0,0,0,0,0,1,3,665.0,0,3,1
0,-0.43991649313097614,1,1,1.5322605130033284,1,1,1,1,1,0,1,1,1,1.4420511862252297,0.0,1,0,1,0,1,0,0,6,7570.5,3,3,0
1,-0.43991649313097614,1,1,1.2064976032430856,1,0,1,1,1,1,1,1,0,0.7091987091519689,0.0,0,0,0,1,0,1,0,6,5338.2,3,2,0
0,-0.43991649313097614,1,1,-1.0738427650786138,1,0,0,0,0,0,0,0,0,-1.4976677070686424,0.0,0,1,0,0,0,0,1,0,118.19999999999999,0,0,0
0,-0.43991649313097614,1,1,-0.748079855318371,1,0,0,0,0,0,0,1,1,0.5363718211346925,0.0,1,0,0,0,0,0,0,1,1132.6000000000001,1,2,0
0,-0.43991649313097614,0,0,-0.4223169455581282,1,1,0,0,0,0,1,0,1,0.6443886261454905,0.0,1,0,0,0,0,0,0,2,1851.3000000000002,1,2,0
1,-0.43991649313097614,1,1,-0.4223169455581282,1,0,0,0,0,0,0,0,0,-1.4827115340671475,0.0,0,1,1,0,0,0,1,0,443.29999999999995,1,0,0
1,-0.43991649313097614,1,1,-0.6666391278783103,1,0,1,0,1,0,1,0,0,-0.017006579920626735,0.0,0,0,0,1,0,0,1,3,1028.0,1,1,0
1,-0.43991649313097614,0,0,-0.9109613101984924,1,1,0,0,0,0,0,0,0,-1.2982520670487077,0.0,0,1,0,1,0,0,0,1,257.0,1,0,0
